0.836541009	0.836541009	0.836541009
0.816314507	0.816314507	0.816314507
0.710069091	0.710069091	0.710069091
0.689842392	0.689842392	0.689842392
0.554991981	0.554991981	0.554991981
0.53476222	0.53476222	0.53476222
0.209199551	0.209199551	0.209199551
0.188973127	0.188973127	0.188973127
0.010116154	0.010116154	0.010116154
-0.010113501	-0.010113501	-0.010113501
-0.189058899	-0.189058899	-0.189058899
-0.209196956	-0.209196956	-0.209196956
-0.534768428	-0.534768428	-0.534768428
-0.55499227	-0.55499227	-0.55499227
-0.68984409	-0.68984409	-0.68984409
-0.710067223	-0.710067223	-0.710067223
-0.816315862	-0.816315862	-0.816315862
-0.83654339	-0.83654339	-0.83654339
-0.95954555	-0.95954555	-0.95954555
-0.979772944	-0.979772944	-0.979772944
-1	-1	-1
